Entity Name,Entity Code,Shade Family,Hex Code,Feature Tag,Color Temperature,Tonality,Room,Popularity,Page Number,Position Number,Latest,Page URL,Complementary Shade 1 - Similar Tone,Similar Tone Hex,Complementary Shade 2 - Recommended Pairing,Recommended Pairing Hex,Complementary Shade 3 - Classic Opposite,Classic Opposite Hex,Complementary Shade 4 - Matched Tonality Opposite,Matched Tonality Opposite Hex,Suggested Wallpaper - Similar Tone,Similar Tone Wallpaper Hex,Suggested Wallpaper Link - Similar Tone,Suggested Wallpaper - Complementary,Complementary Wallpaper Hex,Suggested Wallpaper Link - Complementary,Suggested Texture - Complementary,Complementary Texture Hex,Suggested Texture Link - Complementary,Suggested Texture - Best Aesthetic Match,Best Aesthetic Match Hex,Suggested Texture Link - Best Aesthetic Match
green patina-n,K299,greens,#53554D,,cool,dark,"exterior trims and accents, doors & windows, niches & alcoves",1616,202,8,585,https://www.asianpaints.com/colour-catalogue/green-wall-colours/green-patina-n.html,fernwood (8402),#C1C1AF,light latte-n (K239),#D9C7BB,kesar milk (7962),#FBE3BD,kayak (8757),#64564A,Sabyasachi Chapter 3: Heartland - Gokul Pichwai - Kheer (W150Z672S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z672S75.jpg,Sandtales - Silver Wind - Midnight Blue (W145Z380N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z380N75-10x10.jpeg,Opaco Matt Rain (IMP1003CMB1004),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1004.png,Opaco Matt Vertical (IMP1004CMB1003),#534E54,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1003.png
pista glimmer,8403,greens,#CECEBE,,cool,light,"study room, bedroom, exterior body",1617,203,1,584,https://www.asianpaints.com/colour-catalogue/green-wall-colours/pista-glimmer.html,bamboo grove (8405),#64644F,aronia purple-n (9613),#705B83,garden beauty (7183),#8C8C9C,frozen zanskar-n (K091),#DCDCDD,Sabyasachi Chapter 2: India Revival Project - Travancore Chintz - Gulaab (W109WI39S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI39S75.jpg,Sandtales - Wind and Sand - Midnight Blue (W145Z385N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z385N75-10x10.jpeg,Calcecruda Rustic (IMP1001CMB1012),#8A8B90,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1012.png,Palm Weave (TNB1011CMB1002),#6D7B88,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1011CMB1002.jpeg
fernwood,8402,greens,#C1C1AF,,cool,light,"study room, bedroom, exterior body",1618,203,2,583,https://www.asianpaints.com/colour-catalogue/green-wall-colours/fernwood.html,tanned green (8397),#616151,royal mauve (7149),#5E506C,purple pansy (7182),#6E6C7B,rose silver-n (K108),#CAC9CD,Sabyasachi Chapter 3: Heartland - Kamalika - Mussoorie Rose (W150Z430S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z430S75.jpg,Sandtales - Tribal Ways - Rain Blue (W145Z390N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z390N75-10x10.jpeg,Dune Safari Aberra (IMP1010CMB1001),#ACACAE,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1001.png,Metallics Palm Weave (TNB1012CMB1007),#5C7284,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1012CMB1007.jpeg
song of nature,8401,greens,#ACAE9D,,cool,medium,"living room, kitchen, hallways",1619,203,3,582,https://www.asianpaints.com/colour-catalogue/green-wall-colours/song-of-nature.html,green dusk (8406),#7A7D66,violet streak-n (9612),#775E86,saintpaulia violet-n (9620),#5B5581,pigeon grey (8233),#A1A0A4,Sabyasachi Chapter 3: Heartland - Florentine Damask - Vintage Ruby (W150Z438S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z438S75.jpg,Sandtales - Drifting - Oasis Blue (W145Z392N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z392N75-10x10.jpeg,Terra Surge (IMP1007CMB1006),#605F65,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1007CMB1006.png,Marina (TXT1032CMB1117),#708098,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1032CMB1117.jpg
pineview,8400,greens,#989B8A,,cool,medium,"living room, kitchen, hallways",1620,203,4,581,https://www.asianpaints.com/colour-catalogue/green-wall-colours/pineview.html,dried parsley-n (9831),#747D49,salt white (L163),#F0EFEA,golden apple (7832),#F4E199,wild west (8768),#A09085,Sabyasachi Chapter 3: Heartland - Vatika - Choona Paani (W150Z685S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z685S75.jpg,Sandtales - Blown Away - Rainy Blue (W145Z398N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z398N75-10x10.jpeg,Lattice Mosaic (IMP1015CMB1006),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1015CMB1006.png,Calcecruda Weathered (IMP1002CMB1014),#686E7A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1014.png
mist flower,8399,greens,#8E9080,,cool,medium,"living room, kitchen, hallways",1621,203,5,580,https://www.asianpaints.com/colour-catalogue/green-wall-colours/mist-flower.html,new green (7724),#EBEBD6,absolute white (L161),#F3F2EC,harmony (L147),#F3EADB,irish creme coffee-n (K237),#9F7B70,Magnificent South - Thousand Flowers - Deccan Stone (W151Z709N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z709N75.jpg,Sabyasachi Chapter 3: Heartland - Pahalgam Paisley - Indigo Moss (W150Z432S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z432S75.jpg,Infinitex Terra Crescent (IMP1005CMB1006),#5E5D63,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1005CMB1006.png,Calcecruda Weathered (IMP1002CMB1013),#7C8999,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1013.png
spring's eve,8398,greens,#717362,,cool,dark,"highlight walls, balcony, verandahs",1622,203,6,579,https://www.asianpaints.com/colour-catalogue/green-wall-colours/springs-eve.html,lemon twist (7716),#F0EFDA,summer blush-n (0945),#EADED5,hearth (7930),#FAE4BC,hazelnut mousse-n (K200),#A26B4D,Magnificent South - Splendid Summer - Deccan Stone (W151Z733N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z733N75.jpg,Sabyasachi Chapter 3: Heartland - Pahalgam Paisley - Monsoon Rose (W150Z433S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z433S75.jpg,Opaco Matt Vertical (IMP1004CMB1004),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1004.png,Metallics Charpai (TNB1006CMB1003),#59606A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1006CMB1003.jpeg
tanned green,8397,greens,#616151,,cool,dark,"highlight walls, balcony, verandahs",1623,203,7,578,https://www.asianpaints.com/colour-catalogue/green-wall-colours/tanned-green.html,soft fern (7732),#EBEBD3,first ray (7204),#E1DFE3,tiffany (7167),#9B9DC4,banaphool-i (X187),#4F4F82,Replay - May Day - Emerald (W159XE40N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE40N75-10x10.jpeg,Sabyasachi Chapter 3: Heartland - Jaipur Valencia - Pani (W150Z686S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z686S75.jpg,Metallics Tussar (TNB1016CMB1001),#3B3C4A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1016CMB1001.jpeg,Metallics Bandhej (TNB1002CMB1006),#444E58,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1002CMB1006.jpeg
plantation hues-n,K157,greens,#545243,,warm,dark,"highlight walls, balcony, verandahs",1624,203,8,577,https://www.asianpaints.com/colour-catalogue/green-wall-colours/plantation-hues-n.html,lily pad (7788),#E7E4CF,thunder bay (7368),#7EA5B7,senate purple (7192),#9699AF,deep denim-n (9648),#3E4158,Replay - Jazz Tune - Clay (W159XE42N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE42N75-10x10.jpeg,Sabyasachi Chapter 3: Heartland - Jaipur Valencia - Wedgewood (W150Z689S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z689S75.jpg,Calcecruda Weathered (IMP1002CMB1003),#56575B,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1003.png,HerringBone (TXT1029CMB1107),#0C304A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1029CMB1107.jpg
mystical mist,8411,greens,#DBDDCA,,cool,light,"study room, bedroom, exterior body",1625,204,1,576,https://www.asianpaints.com/colour-catalogue/green-wall-colours/mystical-mist.html,green salad (7726),#A0AB5F,midnight interlude (X141),#5C4B6A,festive purple-i (X180),#6C639A,lilac feather-n (9630),#C6C3DC,Sabyasachi Chapter 3: Heartland - Gokul Pichwai - Rani (W150Z670S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z670S75.jpg,Sabyasachi Chapter 3: Heartland - Kamalika - Persian Sea (W150Z694S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z694S75.jpg,Lattice Weave (IMP1016CMB1006),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1016CMB1006.png,Opaco Matt Rain (IMP1003CMB1001),#C7C5C8,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1001.png
quiet hour,8410,greens,#C4C8B0,,cool,light,"study room, bedroom, exterior body",1626,204,2,575,https://www.asianpaints.com/colour-catalogue/green-wall-colours/quiet-hour.html,cedar lake (7687),#939973,gulabi muscat-n (9605),#7A6187,violet kick-n (9629),#5C527A,young berry (7194),#BCB9CB,Sabyasachi Chapter 3: Heartland - Shantiniketan - Gulkand (W150Z675S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z675S75.jpg,Magnificent South - Thousand Flowers - Peacock Blue (W151Z706N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z706N75.jpg,Lattice Lace (IMP1013CMB1006),#55545A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1013CMB1006.png,Opaco Matt Vertical (IMP1004CMB1001),#A5A3A6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1001.png
ethereal sage-n,K158,greens,#B5BCA5,,cool,medium,"living room, kitchen, hallways",1627,204,3,574,https://www.asianpaints.com/colour-catalogue/green-wall-colours/ethereal-sage-n.html,mossy bark (8414),#7A8164,purple lore-n (9606),#5F4467,thangjing-n (9615),#625977,italian iris (7144),#ACA6B8,Sabyasachi Chapter 3: Heartland - Vatika - Kanauj Rose (W150Z683S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z683S75.jpg,Magnificent South - Thousand Flowers - Nile Blue (W151Z707N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z707N75.jpg,Terra Surge (IMP1007CMB1006),#605F65,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1007CMB1006.png,Terra Tide (IMP1008CMB1003),#6A6F83,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1003.png
dream weaver,8409,greens,#B1B5A1,,cool,medium,"living room, kitchen, hallways",1628,204,4,573,https://www.asianpaints.com/colour-catalogue/green-wall-colours/dream-weaver.html,herb paste-n (9846),#626946,brushed metal-n (K080),#767477,charcoal plum-n (9631),#47454F,heirloom (7151),#A097BA,Sabyasachi Chapter 3: Heartland - Kamalika - Jaisalmer Rose (W150Z691S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z691S75.jpg,Magnificent South - Queens Trail - Eucalyptus Blue (W151Z710N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z710N75.jpg,Terra Pulse (IMP1006CMB1006),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1006CMB1006.png,Argilla Earth (MSC1014CMB1009),#81848D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/MSC1014CMB1009.jpg
woodlands,8408,greens,#A0A58E,,cool,medium,"living room, kitchen, hallways",1629,204,5,572,https://www.asianpaints.com/colour-catalogue/green-wall-colours/woodlands.html,scenic view (7686),#838A67,baby orchid-n (L187),#E7E2E9,egg plant delite (7157),#5C4F80,fuchsia fiesta-n (9626),#978CB5,Replay - Sky Dance - Terracotta (W159XE30N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE30N75-10x10.jpeg,Magnificent South - Queens Trail - Royal Blue (W151Z711N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z711N75.jpg,Opaco Matt Rain (IMP1003CMB1004),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1004.png,Brushing (TXT1007CMB1026),#5A6484,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1007CMB1026.jpg
cool water,8407,greens,#8A8D75,,cool,medium,"living room, kitchen, hallways",1630,204,6,571,https://www.asianpaints.com/colour-catalogue/green-wall-colours/cool-water.html,tapestry (0972),#E3E5D1,dancing pink (9121),#C8ADCE,dash of purple (7160),#B4ADD4,regal jewel (7150),#887DA3,Sabyasachi Chapter 4: Paris-Calcutta - Ivory Ash (Mica) (W269LO18S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO18S75.jpg,Magnificent South - Crown Court - Jacobean Blue (W151Z714N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z714N75.jpg,Lattice Mosaic (IMP1015CMB1006),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1015CMB1006.png,Metallics Madras Checks (TNB1010CMB1004),#7B6889,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1010CMB1004.jpeg
green dusk,8406,greens,#7A7D66,,cool,medium,"living room, kitchen, hallways",1631,204,7,570,https://www.asianpaints.com/colour-catalogue/green-wall-colours/green-dusk.html,lime grove (7729),#D6DDAD,orchidia-n (9603),#A785B5,cranberry ice (7195),#D1CED9,lilac dusk-n (9624),#746F7F,Sabyasachi Chapter 4: Paris-Calcutta - Vintage Silver (Mica) (W269LO41S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO41S75.jpg,Magnificent South - Absolute Elegance - Ivory (W151Z719N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z719N75.jpg,Opaco Matt Vertical (IMP1004CMB1004),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1004.png,Calcecruda Weathered (IMP1002CMB1014),#686E7A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1014.png
bamboo grove,8405,greens,#64644F,,cool,dark,"highlight walls, balcony, verandahs",1632,204,8,569,https://www.asianpaints.com/colour-catalogue/green-wall-colours/bamboo-grove.html,luminous (7715),#EBEBD1,lavender lyric-n (9610),#B1A0C2,natural beauty (7212),#E3E3E6,blue berry (7213),#484C7B,Ador - Serenade - Princess - Pale Brown (AW02VH01N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH01N75.jpg,Magnificent South - Absolute Elegance - Ocean Blue (W151Z720N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z720N75.jpg,Calcecruda Weathered (IMP1002CMB1002),#5A5B5F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1002.png,Metallics Palm Weave (TNB1012CMB1006),#1B4465,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1012CMB1006.jpeg
celadon,0W50,greens,#DEE0CD,,cool,light,"study room, bedroom, exterior body",1633,205,1,568,https://www.asianpaints.com/colour-catalogue/green-wall-colours/celadon.html,fresh cilantro-n (9845),#6A6E3D,violet vibe-n (K044),#615669,dark triumph (7165),#524E70,carefree breeze (7171),#D5D2DF,Replay - May Day - Tea Green (W159XE39N75),#F2EDD7,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE39N75-10x10.jpeg,Magnificent South - Last Maharaja - Eucalyptus Blue (W151Z723N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z723N75.jpg,Infinitex Terra Crescent (IMP1005CMB1006),#5E5D63,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1005CMB1006.png,Dune Safari Aberra (IMP1010CMB1007),#A3A7AC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1010CMB1007.png
minty ale,8419,greens,#D1D5BD,,cool,light,"study room, bedroom, exterior body",1634,205,2,567,https://www.asianpaints.com/colour-catalogue/green-wall-colours/minty-ale.html,wild foliage-n (9805),#7C854D,fading phlox-n (K043),#9A7C9A,aurora purple-n (9621),#534977,misty purple (7170),#C8C3D8,Sabyasachi Chapter 4: Paris-Calcutta - Calcutta Dust (W269LO09S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO09S75.jpg,Magnificent South - Last Maharaja - China Blue (W151Z725N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z725N75.jpg,Lattice Weave (IMP1016CMB1006),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1016CMB1006.png,Opaco Matt Rain (IMP1003CMB1001),#C7C5C8,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1001.png
forest,8418,greens,#C5CBB1,,cool,light,"study room, bedroom, exterior body",1635,205,3,566,https://www.asianpaints.com/colour-catalogue/green-wall-colours/forest.html,cornichon-n (9788),#7F9049,juniper berries-n (9599),#754773,purple mystique-n (9614),#685B7D,rose silver-n (K108),#CAC9CD,Sabyasachi Chapter 4: Paris-Calcutta - Aqua Pearl (Mica) (W269LO13S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO13S75.jpg,Magnificent South - Noble Earth - Ivory (W151Z727N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z727N75.jpg,Terra Tide (IMP1008CMB1006),#47464C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1006.png,Infinitex Terra Crescent (IMP1005CMB1003),#83889C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1005CMB1003.png
herb bouquet,8417,greens,#AFB69C,,cool,medium,"living room, kitchen, hallways",1636,205,4,565,https://www.asianpaints.com/colour-catalogue/green-wall-colours/herb-bouquet.html,french bean-n (9821),#869E45,bentonite (8230),#625F62,regal air-n (9608),#4C4556,heirloom (7151),#A097BA,Sabyasachi Chapter 4: Paris-Calcutta - Gulab (W269LO24S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO24S75.jpg,Magnificent South - Noble Earth - Deccan Stone (W151Z728N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z728N75.jpg,Lattice Lace (IMP1013CMB1006),#55545A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1013CMB1006.png,Lattice Mosaic (IMP1015CMB1003),#6B7084,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1015CMB1003.png
moody green,8416,greens,#929A80,,cool,medium,"living room, kitchen, hallways",1637,205,5,564,https://www.asianpaints.com/colour-catalogue/green-wall-colours/moody-green.html,serene valley (7675),#E5ECD5,wisteria (7112),#C8A8CF,pallid violet (7185),#BCB7C3,purple illusion (7143),#898195,Sabyasachi Chapter 4: Paris-Calcutta - Suleiman Rose (Mica) (W269LO33S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO33S75.jpg,Magnificent South - Noble Earth - China Blue (W151Z729N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z729N75.jpg,Lattice Kaledio (IMP1012CMB1006),#4C4A50,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1012CMB1006.png,Lattice Lace (IMP1013CMB1003),#747889,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1013CMB1003.png
